id,fecha,centro_atencion_turistica,barrio,comuna,pasajeros,pais_residencia_si_extranjero,otro_pais_residencia_si_extranjero,provincia_residencia_si_argentino,pernoctaciones,medio_transporte_llegada,alojamiento,otro_alojamiento,barrio,otro_barrio,primera_vez,motivo_viaje,otro_motivo_viaje,motivo_consulta,otro_motivo_consulta
671,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas,
672,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
673,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
674,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
675,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Italia,,,,Tren,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Orientacion,
676,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
677,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
678,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Uruguay,,,4,No especifica,,,,,No especifica,No especifica,,Mapas,
679,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
680,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas sube,
681,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
682,2017-01-03,retiro,RETIRO,COMUNA 1,1,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
683,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos,
684,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Reino Unido,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos que_hacer visitas,
685,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
686,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Uruguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
687,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
688,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
689,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
690,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
691,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas,
692,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
693,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
694,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Noruega,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,que_hacer,
695,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos,
696,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,7,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos que_hacer visitas,
697,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
698,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion atractivos compras,
699,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion gastro,
700,2017-01-03,planetario2,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
701,2017-01-03,planetario2,PALERMO,COMUNA 14,3,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
702,2017-01-03,planetario2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
703,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,México,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
704,2017-01-03,planetario2,PALERMO,COMUNA 14,5,Perú,,,11,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion que_hacer,
705,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
706,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion museos,
707,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
708,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,5,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion museos visitas,
709,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,5,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos que_hacer visitas,
710,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Estados Unidos,,,,Avión,No pernocta en Buenos Aires,,,,No especifica,Vacaciones / Ocio / Recreación ,,bancos,
711,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion gastro,
712,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
713,2017-01-03,caminito2,BOCA,COMUNA 4,3,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
714,2017-01-03,caminito2,BOCA,COMUNA 4,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
715,2017-01-03,caminito2,BOCA,COMUNA 4,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
716,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
717,2017-01-03,caminito2,BOCA,COMUNA 4,2,Países Bajos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube,
718,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Reino Unido,,,,Avión,No pernocta en Buenos Aires,,,,No especifica,Vacaciones / Ocio / Recreación ,,info_uru,
719,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,7,No especifica,,,,,No especifica,No especifica,,Mapas barrios,
720,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,4,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas,
721,2017-01-03,caminito2,BOCA,COMUNA 4,9,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
722,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Francia,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
723,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,4,,,Córdoba,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
724,2017-01-03,planetario,PALERMO,COMUNA 14,2,Chile,,,2,No especifica,,,,,No especifica,No especifica,,atractivos museos,
725,2017-01-03,planetario,PALERMO,COMUNA 14,1,,,Tucumán,5,Ómnibus/ Colectivo de larga distancia,Vivienda de familia o amigos,,,,No,,,Mapas atractivos museos,
726,2017-01-03,caminito2,BOCA,COMUNA 4,2,México,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
727,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Alemania,,,4,Avión,Hotel,,San Telmo,,Sí,,,Mapas Orientacion barrios,
728,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Chile,,,3,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion barrios,
729,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube,
730,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,,,Mendoza,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios que_hacer visitas,
731,2017-01-03,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas museos,
732,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
733,2017-01-03,planetario,PALERMO,COMUNA 14,1,Brasil,,,3,Avión,Hostel,,San Telmo,,Sí,,,Orientacion atractivos,
734,2017-01-03,planetario,PALERMO,COMUNA 14,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
735,2017-01-03,aeroparque2,PALERMO,COMUNA 14,2,,,Mendoza,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,pax_transito instalaciones,
736,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,Otro país de residencia si es extranjero,Haiti,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
737,2017-01-03,aeroparque2,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
738,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,,,Salta,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
739,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
740,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,1,Otro país de residencia si es extranjero,Rusia,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion tango,
741,2017-01-03,caminito2,BOCA,COMUNA 4,3,México,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
742,2017-01-03,caminito2,BOCA,COMUNA 4,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
743,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,4,,,Tucumán,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios que_hacer visitas,
744,2017-01-03,caminito2,BOCA,COMUNA 4,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,tango,
745,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,4,México,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios gastro,
746,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,4,México,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
747,2017-01-03,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
748,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
749,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
750,2017-01-03,caminito2,BOCA,COMUNA 4,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
751,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion visitas,
752,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
753,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Estados Unidos,,,20,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos visitas,
754,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
755,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Ecuador,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
756,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion surf visitas,
757,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,Ecuador,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion,
758,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,1,,,Tucumán,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
759,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,,,Córdoba,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos,
760,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
761,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,museos,
762,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
763,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,,,Tucumán,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion que_hacer visitas,
764,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
765,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
766,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,Chile,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios parques que_hacer,
767,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
768,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas bicicletas,
769,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
770,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
771,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
772,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas que_hacer,
773,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Estados Unidos,,,,Avión,No pernocta en Buenos Aires,,,,No especifica,Vacaciones / Ocio / Recreación ,,que_hacer,
774,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
775,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
776,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
777,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
778,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Colombia,,,2,No especifica,,,,,No especifica,No especifica,,Mapas atractivos barrios,
779,2017-01-03,planetario,PALERMO,COMUNA 14,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No,,,Orientacion atractivos,
780,2017-01-03,planetario,PALERMO,COMUNA 14,4,Colombia,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas ni├▒os,
781,2017-01-03,planetario,PALERMO,COMUNA 14,2,Venezuela,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion atractivos,
782,2017-01-03,planetario,PALERMO,COMUNA 14,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
783,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
784,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Israel,,,5,No especifica,,,,,No especifica,No especifica,,Orientacion,
785,2017-01-03,planetario,PALERMO,COMUNA 14,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,museos,
786,2017-01-03,planetario,PALERMO,COMUNA 14,4,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
787,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
788,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios visitas,
789,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,5,,,Córdoba,7,No especifica,,,,,No especifica,No especifica,,Mapas sube,
790,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas sube que_hacer,
791,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus que_hacer,
792,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus alrededores,
793,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
794,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
795,2017-01-03,recoleta2,RECOLETA,COMUNA 2,4,,,Mendoza,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
796,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Alemania,,,5,No especifica,,,,,No especifica,No especifica,,apps bicicletas,
797,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Francia,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alojamiento instalaciones,
798,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
799,2017-01-03,planetario,PALERMO,COMUNA 14,2,Paraguay,,,2,No especifica,,,,,No especifica,No especifica,,Bus,
800,2017-01-03,planetario,PALERMO,COMUNA 14,4,Brasil,,,6,Avión,Hostel,,Palermo,,Sí,,,Mapas atractivos,
801,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas instalaciones,
802,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Ecuador,,,5,Avión,Hostel,,Palermo,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas bicicletas,
803,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,San Luis,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion visitas,
804,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas surf instalaciones,
805,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,No especifica,Vacaciones / Ocio / Recreación ,,que_hacer,
806,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas info_uru,
807,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
808,2017-01-04,retiro,RETIRO,COMUNA 1,1,,,Santa Fe,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alrededores,
809,2017-01-04,retiro,RETIRO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
810,2017-01-04,retiro,RETIRO,COMUNA 1,2,,,Santa Fe,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
811,2017-01-04,retiro,RETIRO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
812,2017-01-04,retiro,RETIRO,COMUNA 1,1,Uruguay,,,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion info_uru,
813,2017-01-04,retiro,RETIRO,COMUNA 1,1,Otro país de residencia si es extranjero,finlandia  ,,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion bancos,
814,2017-01-04,retiro,RETIRO,COMUNA 1,1,,,Chaco,3,No especifica,,,,,No especifica,No especifica,,Orientacion sube,
815,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
816,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Santa Fe,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
817,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion museos,
818,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas otros,Buenos aires remo
819,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Bus,
820,2017-01-04,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Bus,
821,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Bus Mapas atractivos info_arg,
822,2017-01-04,recoleta2,RECOLETA,COMUNA 2,1,,,Santa Fe,5,No especifica,,,,,No especifica,No especifica,,Bus,
823,2017-01-04,recoleta2,RECOLETA,COMUNA 2,3,Estados Unidos,,,5,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
824,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Estados Unidos,,,2,No especifica,,,,,No especifica,No especifica,,Bus,
825,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,15,No especifica,,,,,No especifica,No especifica,,visitas,
826,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,Santa Fe,5,No especifica,,,,,No especifica,No especifica,,ni├▒os visitas,
827,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Colombia,,,15,No especifica,,,,,No especifica,No especifica,,visitas,
828,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,8,No especifica,,,,,No especifica,No especifica,,visitas,
829,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
830,2017-01-04,aeroparque2,PALERMO,COMUNA 14,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion barrios pax_transito,
831,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
832,2017-01-04,planetario,PALERMO,COMUNA 14,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,bicicletas,
833,2017-01-04,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
834,2017-01-04,recoleta2,RECOLETA,COMUNA 2,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
835,2017-01-04,recoleta2,RECOLETA,COMUNA 2,4,España,,,3,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion sube,
836,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Bus,
837,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Venezuela,,,4,No especifica,,,,,No especifica,No especifica,,Mapas,
838,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,Tucumán,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion visitas otros,Ba remo
839,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
840,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube barrios info_uru,
841,2017-01-04,retiro2,RETIRO,COMUNA 1,2,Alemania,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion info_uru,
