id,fecha,centro_atencion_turistica,barrio,comuna,pasajeros,pais_residencia_si_extranjero,otro_pais_residencia_si_extranjero,provincia_residencia_si_argentino,pernoctaciones,medio_transporte_llegada,alojamiento,otro_alojamiento,barrio,otro_barrio,primera_vez,motivo_viaje,otro_motivo_viaje,motivo_consulta,otro_motivo_consulta
162,2017-01-02,retiro,RETIRO,COMUNA 1,2,China,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
163,2017-01-02,retiro,RETIRO,COMUNA 1,1,Canadá,,,6,No especifica,,,,,No especifica,No especifica,,instalaciones,
164,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,4,,,Tucumán,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion barrios,
165,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
166,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
167,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
168,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
169,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,Italia,,,4,Avión,Vivienda de familia o amigos,,Almagro,,Sí,,,Mapas Orientacion,
170,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
171,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion museos,
172,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
173,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
174,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
175,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,ni├▒os,
176,2017-01-02,caminito2,BOCA,COMUNA 4,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
177,2017-01-02,planetario,PALERMO,COMUNA 14,4,,,Córdoba,2,No especifica,,,,,No especifica,No especifica,,otros,VISA
178,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
179,2017-01-02,retiro,RETIRO,COMUNA 1,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion compras info_uru,
180,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,1,Francia,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
181,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
182,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,4,,,Tucumán,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
183,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
184,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,5,Bolivia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
185,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,3,Estados Unidos,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
186,2017-01-02,caminito2,BOCA,COMUNA 4,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube atractivos,
187,2017-01-02,retiro,RETIRO,COMUNA 1,1,Brasil,,,1,No especifica,,,,,No especifica,No especifica,,Orientacion,
188,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,3,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus,
189,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,2,España,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
190,2017-01-02,caminito2,BOCA,COMUNA 4,3,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube que_hacer,
191,2017-01-02,caminito2,BOCA,COMUNA 4,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
192,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
193,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Tucumán,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
194,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
195,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
196,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
197,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos visitas,
198,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
199,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
200,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
201,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Orientacion,
202,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
203,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
204,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion bancos,
205,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
206,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
207,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agenda_cultural,
208,2017-01-02,aeroparque2,PALERMO,COMUNA 14,2,Italia,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,pax_transito instalaciones,
209,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
210,2017-01-02,aeroparque2,PALERMO,COMUNA 14,1,Colombia,,,6,Avión,Hotel,,Palermo,,No,,,Mapas Orientacion alrededores,
211,2017-01-02,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
212,2017-01-02,aeroparque2,PALERMO,COMUNA 14,2,,,Misiones,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
213,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Automovil Particular,No pernocta en Buenos Aires,,,,No,,,Bus,
214,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas visitas,
215,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Turquía,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus compras,
216,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
217,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
218,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
219,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,3,España,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
220,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
221,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos que_hacer,
222,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
223,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Noruega,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
224,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
225,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
226,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
227,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
228,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
229,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,5,Bolivia,,,8,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps atractivos barrios ferias gastro museos que_hacer visitas,
230,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,2,México,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alrededores,
231,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
232,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,6,España,,,5,Avión,Hotel,,San Nicolás,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas Orientacion barrios gastro,
233,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,Avión,No pernocta en Buenos Aires,,,,No,,,Bus,
234,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
235,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Corea del Sur,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion compras,
236,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,2,Venezuela,,,4,No especifica,,,,,No especifica,No especifica,,Mapas,
237,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,2,Italia,,,5,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
238,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion atractivos,
239,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
240,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,4,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas bicicletas,
241,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
242,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
243,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
244,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,1,Polonia,,,4,Avión,Hotel,,Puerto Madero,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas Orientacion,
245,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
246,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
247,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
248,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion museos,
249,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,Colombia,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
250,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
251,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
252,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,,,Provincia de Buenos Aires,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alojamiento,
253,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
254,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
255,2017-01-02,puertomadero,PUERTO MADERO,COMUNA 1,2,Colombia,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion gastro,
256,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
257,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Santa Fe,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
258,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion barrios,
259,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
260,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,gastro,
261,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
262,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion info_arg info_uru,
263,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
264,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
265,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
266,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Venezuela,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
267,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
268,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
269,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
270,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,3,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alojamiento,
271,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,4,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
272,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,4,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion gastro,
273,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
274,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
275,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
276,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,4,Avión,Hotel,,San Nicolás,,Sí,,,gastro,
277,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,6,Francia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas instalaciones,
278,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
279,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
280,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
281,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas instalaciones,
282,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas visitas,
283,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
284,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas tango,
285,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Colombia,,,,Avión,No pernocta en Buenos Aires,,,,No,,,Orientacion,
286,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
287,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
288,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Salta,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
289,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Venezuela,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion bicicletas tango instalaciones,
290,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
291,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Venezuela,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
292,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
293,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,7,No especifica,,,,,No especifica,No especifica,,Mapas instalaciones,
294,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
295,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos,
296,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,,,Provincia de Buenos Aires,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
297,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
298,2017-01-02,recoleta2,RECOLETA,COMUNA 2,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion apps,
299,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Suiza,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion info_uru,
300,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
301,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,ni├▒os,
302,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
303,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
304,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
305,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
306,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,5,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
307,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
308,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
309,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
310,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
311,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
312,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
313,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
314,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
315,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
316,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
317,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
318,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
319,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
320,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
321,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
322,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
323,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
324,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
325,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Bus,
326,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
327,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
328,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Paraguay,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
329,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
